summary,eval_model_name,n,rouge1_f1_mean,rouge2_f1_mean,rougeL_f1_mean,bertscore_precision_mean,bertscore_recall_mean,bertscore_f1_mean,gold_word_count_mean,model_word_count_mean,domain,source_model,success_binary
by_eval_model_and_success,claude_sonnet_4_6,87,0.5487943770334986,0.2754182336065629,0.3848605441738413,0.8695852365987055,0.9030599409136278,0.8858791164968206,112.66666666666667,208.75862068965517,,,False
by_eval_model_and_success,claude_sonnet_4_6,3,0.6089065738056604,0.32640871293120977,0.45668894551931877,0.8785827358563741,0.9179223577181498,0.8977746367454529,122.0,217.0,,,None
by_eval_model_and_success,claude_sonnet_4_6,48,0.5616069840288246,0.3036369028614857,0.41923850126420875,0.8740449274579684,0.9102201238274574,0.8917149739960829,101.1875,186.45833333333334,,,True
by_eval_model_and_success,gpt_5_5,87,0.6345061955019545,0.3050065516585567,0.4564884051327229,0.9014786118748545,0.9107390347568468,0.9059530708981657,112.66666666666667,121.82758620689656,,,False
by_eval_model_and_success,gpt_5_5,3,0.6772917787507535,0.31682152185350515,0.4866500464144689,0.8991634249687195,0.9154699047406515,0.9072360197703043,122.0,131.33333333333334,,,None
by_eval_model_and_success,gpt_5_5,48,0.6634552984171479,0.3379638016887195,0.4988847149624123,0.9065763267378012,0.9182677256564299,0.9123293918867906,101.1875,107.60416666666667,,,True
by_eval_model_domain_success,claude_sonnet_4_6,9,0.5971750241878989,0.29233566690137003,0.4299672463782146,0.8907501233948601,0.9164218306541443,0.9033638768725925,92.77777777777777,152.44444444444446,chrome,,False
by_eval_model_domain_success,claude_sonnet_4_6,11,0.5715956743634435,0.3199483685779398,0.45493070515823225,0.8874828165227716,0.9216650778597052,0.9042149727994745,89.81818181818181,162.9090909090909,chrome,,True
by_eval_model_domain_success,claude_sonnet_4_6,15,0.54043602313028,0.2769308527304513,0.3980479087723951,0.8753872354825337,0.9038483341534932,0.8892431815465291,104.66666666666667,197.86666666666667,gimp,,False
by_eval_model_domain_success,claude_sonnet_4_6,3,0.578197657565947,0.31691988694754597,0.4213577233863579,0.8827034036318461,0.9133948882420858,0.8977716366449991,118.66666666666667,211.66666666666666,gimp,,True
by_eval_model_domain_success,claude_sonnet_4_6,11,0.5323798116405236,0.2336599005157132,0.3320128416606391,0.8542623628269542,0.892612175507979,0.8729689121246338,174.0,298.6363636363636,libreoffice_calc,,False
by_eval_model_domain_success,claude_sonnet_4_6,1,0.6015424164524421,0.3152454780361757,0.4215938303341902,0.8534650802612305,0.9088920950889587,0.8803069591522217,142.0,249.0,libreoffice_calc,,None
by_eval_model_domain_success,claude_sonnet_4_6,10,0.5231221680512623,0.25718413877794477,0.3725566328226917,0.8654018223285675,0.9026560842990875,0.8835961818695068,100.7,192.9,libreoffice_calc,,True
by_eval_model_domain_success,claude_sonnet_4_6,15,0.5538085654611737,0.27662627278337343,0.3842532935005732,0.8655716021855672,0.889498233795166,0.8770835200945536,114.73333333333333,197.53333333333333,libreoffice_impress,,False
by_eval_model_domain_success,claude_sonnet_4_6,7,0.5373375933984577,0.31186589773090345,0.41865856178416455,0.8706445353371757,0.9096649374280658,0.889684660094125,97.42857142857143,191.85714285714286,libreoffice_impress,,True
by_eval_model_domain_success,claude_sonnet_4_6,3,0.6263359788359788,0.33593985614852545,0.464592151675485,0.8980377316474915,0.9308799902598063,0.914136270682017,78.0,135.33333333333334,libreoffice_writer,,False
by_eval_model_domain_success,claude_sonnet_4_6,1,0.5980066445182725,0.35451505016722407,0.4186046511627907,0.8683017492294312,0.9115536212921143,0.8894021511077881,107.0,190.0,libreoffice_writer,,True
by_eval_model_domain_success,claude_sonnet_4_6,11,0.5598533443471158,0.28786013808297256,0.37158106223185017,0.8632705374197527,0.9016729864207181,0.8819361925125122,124.0,233.0909090909091,multi_apps,,False
by_eval_model_domain_success,claude_sonnet_4_6,2,0.6125886524822696,0.33199033037872683,0.47423650311188303,0.8911415636539459,0.9224374890327454,0.9065084755420685,112.0,201.0,multi_apps,,None
by_eval_model_domain_success,claude_sonnet_4_6,7,0.6287580500858253,0.32620535045824983,0.43819529002482405,0.8707105602536883,0.901972268308912,0.8859927228518895,130.14285714285714,204.42857142857142,multi_apps,,True
by_eval_model_domain_success,claude_sonnet_4_6,4,0.5337147749977186,0.27655961084130115,0.37360481128352185,0.8745006322860718,0.9121895581483841,0.8929126262664795,90.5,190.75,os,,False
by_eval_model_domain_success,claude_sonnet_4_6,5,0.4883699307430106,0.23231106450744274,0.35410162094549796,0.8587639212608338,0.904617965221405,0.8810577511787414,91.4,206.8,thunderbird,,False
by_eval_model_domain_success,claude_sonnet_4_6,5,0.5419561029398376,0.28771598686977123,0.41272981504664197,0.8626549243927002,0.9054967403411865,0.8834591507911682,90.8,180.2,thunderbird,,True
by_eval_model_domain_success,claude_sonnet_4_6,10,0.5329887223567908,0.28285728818469796,0.3952486406687414,0.8692302465438843,0.9084282517433167,0.8883497476577759,95.3,198.2,vlc,,False
by_eval_model_domain_success,claude_sonnet_4_6,2,0.566984670580561,0.32166012801982247,0.43048760600130465,0.8773626387119293,0.9179837107658386,0.897213339805603,96.5,198.0,vlc,,True
by_eval_model_domain_success,claude_sonnet_4_6,4,0.5391745314264248,0.29652544954269094,0.38198023430822536,0.8629205524921417,0.908078134059906,0.8848765045404434,98.0,206.25,vs_code,,False
by_eval_model_domain_success,claude_sonnet_4_6,2,0.5496710787033368,0.31481212824604665,0.39418245224696835,0.8819648921489716,0.9145196974277496,0.8979055285453796,79.5,166.5,vs_code,,True
by_eval_model_domain_success,gpt_5_5,9,0.6314584324385868,0.31254272448639075,0.4790061837311081,0.9061590168211195,0.9188610911369324,0.9124322467380099,92.77777777777777,103.22222222222223,chrome,,False
by_eval_model_domain_success,gpt_5_5,11,0.6355599156900321,0.3323471922979293,0.5019836917467841,0.9018768180500377,0.9207050475207242,0.9111694910309531,89.81818181818181,107.72727272727273,chrome,,True
by_eval_model_domain_success,gpt_5_5,15,0.6243940631122283,0.29779886633653496,0.46130591619238975,0.9012888828913371,0.9109752933184306,0.9059752265612284,104.66666666666667,121.26666666666667,gimp,,False
by_eval_model_domain_success,gpt_5_5,3,0.6754756225686459,0.34035580165484336,0.5003300962603289,0.9081065058708191,0.9111373623212179,0.9096013108889262,118.66666666666667,108.0,gimp,,True
by_eval_model_domain_success,gpt_5_5,11,0.5975842291508077,0.25896150274597923,0.3868105807692439,0.8855516802180897,0.9011477557095614,0.8932281028140675,174.0,183.9090909090909,libreoffice_calc,,False
by_eval_model_domain_success,gpt_5_5,1,0.6643356643356644,0.30985915492957744,0.46853146853146854,0.8983083367347717,0.911076009273529,0.9046471118927002,142.0,139.0,libreoffice_calc,,None
by_eval_model_domain_success,gpt_5_5,10,0.6499097770116433,0.3142870996214796,0.48339642245297476,0.9070284366607666,0.9174160122871399,0.9121680855751038,100.7,107.0,libreoffice_calc,,True
by_eval_model_domain_success,gpt_5_5,15,0.6231429842092663,0.30038891710709625,0.45695433134152014,0.9067335446675618,0.8996065855026245,0.9028108994166056,114.73333333333333,106.86666666666666,libreoffice_impress,,False
by_eval_model_domain_success,gpt_5_5,7,0.6595423550717776,0.32032478630077627,0.4929452266895585,0.9033277119909014,0.9154838408742633,0.9093414715358189,97.42857142857143,103.28571428571429,libreoffice_impress,,True
by_eval_model_domain_success,gpt_5_5,3,0.7127161337687653,0.4181717498450814,0.5861319966583126,0.914156178633372,0.9329961736996969,0.9234040776888529,78.0,82.66666666666667,libreoffice_writer,,False
by_eval_model_domain_success,gpt_5_5,1,0.6755555555555555,0.3318385650224215,0.5333333333333333,0.9168394804000854,0.9199077486991882,0.9183710813522339,107.0,116.0,libreoffice_writer,,True
by_eval_model_domain_success,gpt_5_5,11,0.6280488046104264,0.29610688601466423,0.42200004302158844,0.8916371356357228,0.9074927785179832,0.8994267908009616,124.0,140.0909090909091,multi_apps,,False
by_eval_model_domain_success,gpt_5_5,2,0.683769835958298,0.3203027053154691,0.49570933535596895,0.8995909690856934,0.9176668524742126,0.9085304737091064,112.0,127.5,multi_apps,,None
by_eval_model_domain_success,gpt_5_5,7,0.6742549773442629,0.33996730399944425,0.4940836785074692,0.9015738708632333,0.9071026699883598,0.9041213137762887,130.14285714285714,130.14285714285714,multi_apps,,True
by_eval_model_domain_success,gpt_5_5,4,0.6244806183654478,0.2893598068598069,0.42337256020300346,0.8992854356765747,0.9154179096221924,0.9072640538215637,90.5,108.0,os,,False
by_eval_model_domain_success,gpt_5_5,5,0.6594351216328448,0.31355671973577526,0.4966581936944431,0.9050851821899414,0.9198933482170105,0.9123780488967895,91.4,109.2,thunderbird,,False
by_eval_model_domain_success,gpt_5_5,5,0.6937662109643148,0.3466093875570517,0.4986500939919104,0.9137128472328186,0.9257605791091919,0.9196743249893189,90.8,85.2,thunderbird,,True
by_eval_model_domain_success,gpt_5_5,10,0.6882651816986801,0.3305693051757712,0.49060465610042325,0.9134485363960266,0.9194996774196624,0.9164361953735352,95.3,103.2,vlc,,False
by_eval_model_domain_success,gpt_5_5,2,0.7607997759248486,0.4580122505433709,0.5958459914248163,0.9295508861541748,0.9406998753547668,0.9350919127464294,96.5,106.5,vlc,,True
by_eval_model_domain_success,gpt_5_5,4,0.626998933901919,0.3396713296210784,0.4728478144989339,0.9010682851076126,0.9139121174812317,0.9073776453733444,98.0,106.5,vs_code,,False
by_eval_model_domain_success,gpt_5_5,2,0.6633015622356325,0.3997751643030093,0.4811065365743613,0.910799115896225,0.9266535639762878,0.9186477959156036,79.5,98.5,vs_code,,True
