summary,eval_model_name,n,rouge1_f1_mean,rouge2_f1_mean,rougeL_f1_mean,bertscore_precision_mean,bertscore_recall_mean,bertscore_f1_mean,gold_word_count_mean,model_word_count_mean,domain,source_model,success_binary
by_eval_model_and_domain,gpt_5_5,22,0.6347246022109746,0.3067321482141762,0.4684059798613505,0.4400391917337071,0.4341945647346703,0.43645909834991803,109.22727272727273,105.72727272727273,libreoffice_impress,,
by_eval_model_and_domain,gpt_5_5,4,0.7034259892154628,0.3965884536394164,0.5729323308270677,0.49450478702783585,0.5829467624425888,0.5387082323431969,85.25,91.0,libreoffice_writer,,
by_eval_model_and_domain,gpt_5_5,20,0.6497930682020564,0.3138776142394177,0.45460024467508475,0.38223599791526797,0.4562425084412098,0.4192255862057209,124.95,135.35,multi_apps,,
by_eval_model_and_domain,gpt_5_5,4,0.6244806183654478,0.2893598068598069,0.42337256020300346,0.4022667594254017,0.49804674834012985,0.45053259283304214,90.5,108.0,os,,
by_eval_model_and_domain,gpt_5_5,10,0.6766006662985797,0.3300830536464134,0.49765414384317663,0.46229003369808197,0.5420157670974731,0.5024488240480423,91.1,97.2,thunderbird,,
by_eval_model_and_domain,gpt_5_5,12,0.7003542807363748,0.35180979607037116,0.5081448786544888,0.5022514089941978,0.5432388236125311,0.5233010078469912,95.5,103.75,vlc,,
by_eval_model_and_domain,gpt_5_5,6,0.6390998100131567,0.359705941181722,0.4756007218574097,0.4320985823869705,0.5143154064814249,0.47346458832422894,91.83333333333333,103.83333333333333,vs_code,,
by_eval_model_and_source_agent,claude_sonnet_4_6,69,0.563539577932774,0.292282702717961,0.40321670483882655,0.2494400524790736,0.4364726077495278,0.34169796962237015,116.18840579710145,206.15942028985506,,UI-TARS-0717-100step,
by_eval_model_and_source_agent,claude_sonnet_4_6,69,0.5455758678167183,0.2804011204692262,0.39354245806500193,0.22329083859812524,0.4463385127592778,0.3330712060349575,101.56521739130434,196.20289855072463,,doubao-1-5-thinking-vision-pro-250428-100step,
by_eval_model_and_source_agent,gpt_5_5,69,0.6485084841406304,0.3151722719796419,0.46688216021848317,0.4222846370244372,0.477918966686812,0.4500256824320641,116.18840579710145,126.14492753623189,,UI-TARS-0717-100step,
by_eval_model_and_source_agent,gpt_5_5,69,0.6425026559890135,0.318281308323452,0.4768991108537789,0.42873077699239703,0.4949426657749691,0.46211655977843463,101.56521739130434,108.02898550724638,,doubao-1-5-thinking-vision-pro-250428-100step,
by_eval_model_and_success,claude_sonnet_4_6,87,0.5487943770334986,0.2754182336065629,0.3848605441738413,0.22599835666003584,0.42470826384151117,0.3238252839822879,112.66666666666667,208.75862068965517,,,False
by_eval_model_and_success,claude_sonnet_4_6,3,0.6089065738056604,0.32640871293120977,0.45668894551931877,0.27939780553181964,0.5129094123840332,0.39430710673332214,122.0,217.0,,,None
by_eval_model_and_success,claude_sonnet_4_6,48,0.5616069840288246,0.3036369028614857,0.41923850126420875,0.25246627163141966,0.4672004192446669,0.35840316861867905,101.1875,186.45833333333334,,,True
by_eval_model_and_success,gpt_5_5,87,0.6345061955019545,0.3050065516585567,0.4564884051327229,0.4152831020711482,0.47027994621673536,0.4427649539777602,112.66666666666667,121.82758620689656,,,False
by_eval_model_and_success,gpt_5_5,3,0.6772917787507535,0.31682152185350515,0.4866500464144689,0.4015426238377889,0.49835529923439026,0.4503664970397949,122.0,131.33333333333334,,,None
by_eval_model_and_success,gpt_5_5,48,0.6634552984171479,0.3379638016887195,0.4988847149624123,0.4455376211553812,0.5149589879438281,0.48054508802791435,101.1875,107.60416666666667,,,True
by_eval_model_domain_success,claude_sonnet_4_6,9,0.5971750241878989,0.29233566690137003,0.4299672463782146,0.35161036749680835,0.5040045181910197,0.427423808309767,92.77777777777777,152.44444444444446,chrome,,False
by_eval_model_domain_success,claude_sonnet_4_6,11,0.5715956743634435,0.3199483685779398,0.45493070515823225,0.33221910758451983,0.5351206091317263,0.43246657198125665,89.81818181818181,162.9090909090909,chrome,,True
by_eval_model_domain_success,claude_sonnet_4_6,15,0.54043602313028,0.2769308527304513,0.3980479087723951,0.2604327144722144,0.4293870208164056,0.3437575896581014,104.66666666666667,197.86666666666667,gimp,,False
by_eval_model_domain_success,claude_sonnet_4_6,3,0.578197657565947,0.31691988694754597,0.4213577233863579,0.30385365585486096,0.4860410988330841,0.3942893147468567,118.66666666666667,211.66666666666666,gimp,,True
by_eval_model_domain_success,claude_sonnet_4_6,11,0.5323798116405236,0.2336599005157132,0.3320128416606391,0.13505825332619928,0.36270584436980163,0.24733129753307861,174.0,298.6363636363636,libreoffice_calc,,False
by_eval_model_domain_success,claude_sonnet_4_6,1,0.6015424164524421,0.3152454780361757,0.4215938303341902,0.13032644987106323,0.45931923389434814,0.2908098101615906,142.0,249.0,libreoffice_calc,,None
by_eval_model_domain_success,claude_sonnet_4_6,10,0.5231221680512623,0.25718413877794477,0.3725566328226917,0.2011700987815857,0.4223115175962448,0.3102986991405487,100.7,192.9,libreoffice_calc,,True
by_eval_model_domain_success,claude_sonnet_4_6,15,0.5538085654611737,0.27662627278337343,0.3842532935005732,0.2021777741611004,0.34422613034645716,0.27171071072419484,114.73333333333333,197.53333333333333,libreoffice_impress,,False
by_eval_model_domain_success,claude_sonnet_4_6,7,0.5373375933984577,0.31186589773090345,0.41865856178416455,0.2322852984070778,0.4639057048729488,0.34637353249958586,97.42857142857143,191.85714285714286,libreoffice_impress,,True
by_eval_model_domain_success,claude_sonnet_4_6,3,0.6263359788359788,0.33593985614852545,0.464592151675485,0.39486172795295715,0.58980659643809,0.49125100175539654,78.0,135.33333333333334,libreoffice_writer,,False
by_eval_model_domain_success,claude_sonnet_4_6,1,0.5980066445182725,0.35451505016722407,0.4186046511627907,0.21838094294071198,0.4751140773296356,0.344699501991272,107.0,190.0,libreoffice_writer,,True
by_eval_model_domain_success,claude_sonnet_4_6,11,0.5598533443471158,0.28786013808297256,0.37158106223185017,0.18852108327502554,0.4164773469621485,0.30046314204281027,124.0,233.0909090909091,multi_apps,,False
by_eval_model_domain_success,claude_sonnet_4_6,2,0.6125886524822696,0.33199033037872683,0.47423650311188303,0.3539334833621979,0.5397045016288757,0.4460557550191879,112.0,201.0,multi_apps,,None
by_eval_model_domain_success,claude_sonnet_4_6,7,0.6287580500858253,0.32620535045824983,0.43819529002482405,0.2326769999095372,0.4182534409420831,0.32449838306222645,130.14285714285714,204.42857142857142,multi_apps,,True
by_eval_model_domain_success,claude_sonnet_4_6,4,0.5337147749977186,0.27655961084130115,0.37360481128352185,0.2551708370447159,0.47888804227113724,0.3654993325471878,90.5,190.75,os,,False
by_eval_model_domain_success,claude_sonnet_4_6,5,0.4883699307430106,0.23231106450744274,0.35410162094549796,0.1617746591567993,0.43395442366600034,0.29525845050811766,91.4,206.8,thunderbird,,False
by_eval_model_domain_success,claude_sonnet_4_6,5,0.5419561029398376,0.28771598686977123,0.41272981504664197,0.1848674640059471,0.43916946053504946,0.3094867795705795,90.8,180.2,thunderbird,,True
by_eval_model_domain_success,claude_sonnet_4_6,10,0.5329887223567908,0.28285728818469796,0.3952486406687414,0.22389157228171824,0.4565666437149048,0.338464067876339,95.3,198.2,vlc,,False
by_eval_model_domain_success,claude_sonnet_4_6,2,0.566984670580561,0.32166012801982247,0.43048760600130465,0.27215662598609924,0.5132735073566437,0.39098137617111206,96.5,198.0,vlc,,True
by_eval_model_domain_success,claude_sonnet_4_6,4,0.5391745314264248,0.29652544954269094,0.38198023430822536,0.18644403479993343,0.4544888511300087,0.3178847059607506,98.0,206.25,vs_code,,False
by_eval_model_domain_success,claude_sonnet_4_6,2,0.5496710787033368,0.31481212824604665,0.39418245224696835,0.2994706481695175,0.4927162677049637,0.39508265256881714,79.5,166.5,vs_code,,True
by_eval_model_domain_success,gpt_5_5,9,0.6314584324385868,0.31254272448639075,0.4790061837311081,0.4430608914958106,0.5184804466035631,0.4811544915040334,92.77777777777777,103.22222222222223,chrome,,False
by_eval_model_domain_success,gpt_5_5,11,0.6355599156900321,0.3323471922979293,0.5019836917467841,0.4176464053717526,0.5294233045794747,0.47367261214689776,89.81818181818181,107.72727272727273,chrome,,True
by_eval_model_domain_success,gpt_5_5,15,0.6243940631122283,0.29779886633653496,0.46130591619238975,0.414157102505366,0.47168208261330924,0.442896298567454,104.66666666666667,121.26666666666667,gimp,,False
by_eval_model_domain_success,gpt_5_5,3,0.6754756225686459,0.34035580165484336,0.5003300962603289,0.4546191394329071,0.47264379262924194,0.46438102920850116,118.66666666666667,108.0,gimp,,True
by_eval_model_domain_success,gpt_5_5,11,0.5975842291508077,0.25896150274597923,0.3868105807692439,0.32075796208598395,0.4133603979240764,0.36736858026547864,174.0,183.9090909090909,libreoffice_calc,,False
by_eval_model_domain_success,gpt_5_5,1,0.6643356643356644,0.30985915492957744,0.46853146853146854,0.39646774530410767,0.47227969765663147,0.43502703309059143,142.0,139.0,libreoffice_calc,,None
by_eval_model_domain_success,gpt_5_5,10,0.6499097770116433,0.3142870996214796,0.48339642245297476,0.44822086989879606,0.5099044948816299,0.4795893520116806,100.7,107.0,libreoffice_calc,,True
by_eval_model_domain_success,gpt_5_5,15,0.6231429842092663,0.30038891710709625,0.45695433134152014,0.44647071361541746,0.4042142707854509,0.4241473277409871,114.73333333333333,106.86666666666666,libreoffice_impress,,False
by_eval_model_domain_success,gpt_5_5,7,0.6595423550717776,0.32032478630077627,0.4929452266895585,0.4262573591300419,0.49843805176871164,0.4628414639404842,97.42857142857143,103.28571428571429,libreoffice_impress,,True
by_eval_model_domain_success,gpt_5_5,3,0.7127161337687653,0.4181717498450814,0.5861319966583126,0.49052348732948303,0.6023651162783304,0.5461634496847788,78.0,82.66666666666667,libreoffice_writer,,False
by_eval_model_domain_success,gpt_5_5,1,0.6755555555555555,0.3318385650224215,0.5333333333333333,0.5064486861228943,0.5246917009353638,0.5163425803184509,107.0,116.0,libreoffice_writer,,True
by_eval_model_domain_success,gpt_5_5,11,0.6280488046104264,0.29610688601466423,0.42200004302158844,0.3568746745586395,0.45101499557495117,0.40409623086452484,124.0,140.0909090909091,multi_apps,,False
by_eval_model_domain_success,gpt_5_5,2,0.683769835958298,0.3203027053154691,0.49570933535596895,0.4040800631046295,0.5113931000232697,0.45803622901439667,112.0,127.5,multi_apps,,None
by_eval_model_domain_success,gpt_5_5,7,0.6742549773442629,0.33996730399944425,0.4940836785074692,0.41584834456443787,0.44869985963617054,0.4319115323679788,130.14285714285714,130.14285714285714,multi_apps,,True
by_eval_model_domain_success,gpt_5_5,4,0.6244806183654478,0.2893598068598069,0.42337256020300346,0.4022667594254017,0.49804674834012985,0.45053259283304214,90.5,108.0,os,,False
by_eval_model_domain_success,gpt_5_5,5,0.6594351216328448,0.31355671973577526,0.4966581936944431,0.4366877317428589,0.5246062636375427,0.48083332777023313,91.4,109.2,thunderbird,,False
by_eval_model_domain_success,gpt_5_5,5,0.6937662109643148,0.3466093875570517,0.4986500939919104,0.48789233565330503,0.5594252705574035,0.5240643203258515,90.8,85.2,thunderbird,,True
by_eval_model_domain_success,gpt_5_5,10,0.6882651816986801,0.3305693051757712,0.49060465610042325,0.4863237112760544,0.5222700238227844,0.5048782616853714,95.3,103.2,vlc,,False
by_eval_model_domain_success,gpt_5_5,2,0.7607997759248486,0.4580122505433709,0.5958459914248163,0.5818898975849152,0.648082822561264,0.6154147386550903,96.5,106.5,vlc,,True
by_eval_model_domain_success,gpt_5_5,4,0.626998933901919,0.3396713296210784,0.4728478144989339,0.4128480851650238,0.48911069333553314,0.4512058198451996,98.0,106.5,vs_code,,False
by_eval_model_domain_success,gpt_5_5,2,0.6633015622356325,0.3997751643030093,0.4811065365743613,0.47059957683086395,0.5647248327732086,0.5179821252822876,79.5,98.5,vs_code,,True
